real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
0,61.211,108.248,47.5383,42.2001,17.7301,11.1136,20.9431,58.4561,12.1817,41.1389,34.4987,16.2379,10.6137,29.8741
1,62.6111,103.025,52.0878,45.9629,17.2491,9.78696,19.9595,59.5675,10.4736,39.9105,35.1394,14.0869,9.53768,30.4807
2,61.5164,100.554,51.3783,45.4445,17.0086,9.55567,19.5685,58.4191,10.3106,39.2656,34.716,13.8422,9.43924,30.0218
3,61.3723,102.163,50.242,44.536,17.2362,10.0376,19.8707,58.383,10.739,39.6094,34.7179,14.4346,9.7281,29.8694
4,61.4397,104.676,49.4413,43.7292,17.2752,10.2968,20.2584,58.5241,11.2057,40.2234,34.5158,15.0117,9.98124,29.9404
5,61.285,100.092,51.0793,45.2483,17.0803,9.61473,19.5959,58.0899,10.3678,39.1769,34.6378,13.9843,9.50772,29.9764
6,60.2504,106.5,46.8613,41.5779,17.4435,10.7225,20.7731,57.1906,12.1524,40.7559,33.7846,16.2653,10.5915,29.6864
7,67.0923,113.697,54.8616,48.2711,18.7335,11.0303,21.9371,63.9035,11.6392,42.9695,37.1346,15.7576,10.3708,32.6505
8,66.4915,119.423,51.5068,45.4703,19.22,12.357,22.8817,63.7605,13.122,44.3184,36.9368,17.5315,11.2785,32.3023
9,73.7214,124.308,61.1515,53.2639,20.3008,11.552,24.1516,69.8255,12.1705,46.2729,39.5635,16.9436,10.8325,36.179
10,55.8158,91.2462,45.9718,41.0253,15.646,8.87197,17.8537,52.9696,9.89274,36.4706,32.241,13.0911,9.08404,27.2683
11,58.415,102.177,45.5784,40.5538,16.8846,10.4093,19.8989,55.629,11.6468,39.4335,33.151,15.4967,10.2276,28.6374
12,50.3703,89.7844,37.5584,34.0303,15.0848,9.70838,17.5722,48.1034,11.2171,35.6349,29.7937,14.6073,9.83093,24.6557
13,54.1607,97.4871,40.4861,36.4882,16.0031,10.6993,18.6403,52.2709,11.6423,37.6576,31.8037,15.0513,10.1119,26.0359
14,58.8171,100.625,46.946,41.8896,16.9099,10.2711,19.547,56.0667,11.2161,39.0842,33.7215,14.8201,9.98552,28.6905
15,62.6064,106.94,50.4827,44.6931,17.7667,10.582,20.7502,59.5978,11.5054,40.9855,35.1795,15.4033,10.2202,30.6025
16,69.5717,121.876,55.5136,48.5928,19.5854,11.9187,23.4969,66.2868,12.754,45.2411,37.8338,17.3695,11.0867,34.0266
17,56.7401,100.301,43.3714,38.8587,16.6938,10.6204,19.4549,54.2929,11.6939,38.7213,32.7322,15.4512,10.2509,27.5707
18,63.6639,105.846,52.715,46.602,17.906,10.176,20.7459,60.2595,11.0894,40.9351,35.6214,14.9954,10.0179,31.3219
19,52.7206,88.8902,41.9335,37.6167,15.1003,8.88619,17.4779,49.9417,10.3057,35.6712,30.6562,13.5759,9.29467,25.9093
20,66.7807,127.775,48.1963,42.5184,19.9237,13.7998,24.3446,64.4093,14.845,46.3032,36.7859,19.8443,12.3375,32.379
21,68.3205,111.527,57.783,50.5686,18.4387,10.2331,21.5178,64.9122,10.6502,42.4648,37.4809,14.5868,9.73089,33.217
22,62.4992,106.123,50.4653,44.5481,17.4963,10.3812,20.4993,59.5999,11.1786,40.6193,34.989,15.0308,9.9723,30.3867
