real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
0,69.7529,123.322,55.0743,48.3287,19.8265,12.3626,23.6456,66.7397,13.0017,45.5348,38.2054,17.6046,11.2538,33.8948
1,63.6354,104.414,53.1429,46.8635,17.4606,9.94571,20.1317,60.6783,10.4371,40.2827,35.7175,14.019,9.52312,30.8441
2,65.2537,106.703,54.8479,48.3015,17.8725,10.0942,20.5922,62.1597,10.5237,41.0269,36.459,14.1937,9.61855,31.6662
3,52.8574,88.2615,42.2512,37.9919,15.1618,9.00734,17.2784,50.2989,10.0954,35.4365,31.0313,13.2436,9.17342,25.7537
4,70.8706,120.754,58.0106,50.752,19.5631,11.6394,23.1049,67.719,11.9802,44.9247,38.7242,16.3062,10.6075,34.3219
5,66.0706,107.853,55.5857,48.9604,18.2001,10.2579,20.9268,62.817,10.6453,41.4353,36.8416,14.4614,9.74739,32.138
6,34.6355,63.2699,23.1448,22.3334,11.3006,7.69051,12.699,33.0223,9.93148,27.7879,23.0828,12.2974,8.78458,17.0973
7,66.812,115.171,53.7317,47.3123,18.787,11.4128,22.0979,63.8625,11.9847,43.2331,37.0548,16.139,10.5634,32.3834
8,61.9944,104.661,50.424,44.7246,17.5237,10.4359,20.2671,59.1131,11.1456,40.3232,35.1058,14.8472,9.98358,30.1797
9,53.945,91.3586,42.7626,38.2721,15.4913,9.15605,17.9905,51.0995,10.5266,36.3821,31.1449,13.9777,9.46444,26.5237
10,63.4255,103.694,53.1081,46.8636,17.4081,9.84886,20.0275,60.4082,10.3662,40.1097,35.6374,13.9304,9.48457,30.7712
11,47.1799,83.5774,35.06,31.9839,14.1775,9.08358,16.4238,44.9965,10.7447,33.8426,28.3796,13.8578,9.47414,23.1454
12,42.2934,80.0614,28.4844,26.5597,13.4009,9.43044,15.6467,40.6916,11.3464,32.4799,26.3265,14.3742,9.75674,20.6468
13,47.0717,82.545,35.2345,32.2495,14.0401,9.18889,15.9759,45.2821,10.4015,33.4035,28.7392,13.2233,9.23329,22.6952
14,52.4883,92.892,39.816,36.0493,15.6359,10.0943,18.0356,50.2612,11.3126,36.58,31.0565,14.6463,9.93561,25.5323
15,43.8497,76.5275,32.6049,30.109,13.3255,8.49754,15.0938,41.8408,10.1598,31.8146,27.1766,12.9069,9.06914,21.4556
16,47.5854,82.0674,36.3895,33.0535,14.0028,8.62743,16.1711,45.2162,10.2562,33.5062,28.4559,13.2827,9.16631,23.3783
17,47.8256,82.9026,36.209,33.041,14.2933,8.99921,16.2816,45.6529,10.4017,33.6769,28.89,13.4435,9.29486,23.305
18,31.6407,52.7903,22.7436,22.2524,10.3232,6.4793,10.9128,29.9045,8.60337,25.0508,22.1103,10.4461,7.95234,15.736
19,33.648,57.6245,23.902,22.9342,10.5718,6.74519,11.6558,31.906,8.86398,26.2598,22.5758,10.9246,8.08123,16.5868
20,64.4509,123.67,46.1415,40.8429,19.3317,13.4639,23.584,62.1826,14.6033,45.0897,35.7845,19.4336,12.1455,31.2552
21,67.4428,110.16,56.8857,49.8808,18.222,10.2675,21.1432,64.2863,10.5356,41.97,37.2843,14.3149,9.63144,32.6122
22,72.0403,123.377,58.6689,51.2675,19.917,11.9595,23.542,68.9767,12.1814,45.6015,39.2692,16.6195,10.7447,34.7839
23,50.4527,85.7375,39.3915,35.5945,14.7672,8.83159,16.9466,47.8282,10.3246,34.6988,29.7913,13.5513,9.29791,24.7938
