real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
0,61.3302,107.621,48.0154,42.6106,17.7137,10.9612,20.8738,58.4789,12.0368,41.0263,34.5445,16.0759,10.5341,29.983
1,62.8204,103.957,52.0695,45.9051,17.3545,9.83526,20.2027,59.6585,10.6635,40.2118,35.0979,14.3929,9.66651,30.7014
2,61.4583,100.437,51.3649,45.4248,17.0181,9.4915,19.6169,58.2495,10.3495,39.285,34.6169,13.9305,9.47337,30.0957
3,61.3849,102.285,50.2122,44.515,17.2728,10.055,19.9238,58.3582,10.7886,39.6625,34.7086,14.5151,9.76639,29.9124
4,61.5022,104.158,49.7785,44.0038,17.2416,10.1526,20.2056,58.4956,11.0912,40.1276,34.5016,14.8937,9.9155,30.0257
5,60.642,99.1924,50.4292,44.6926,16.9413,9.50795,19.4837,57.3831,10.3841,38.9369,34.269,14.021,9.51328,29.7495
6,61.57,107.902,48.4414,42.8739,17.6932,10.7129,21.0601,58.3786,12.0902,41.2328,34.3337,16.2532,10.5769,30.3578
7,67.3927,113.057,55.6434,48.9267,18.7258,10.8256,21.8731,64.0748,11.4362,42.8715,37.2432,15.5355,10.257,32.857
8,68.7314,130.707,50.3078,44.3747,20.3672,14.1602,24.7325,66.4717,14.9033,47.1686,37.9414,19.8009,12.3978,33.1534
9,73.2703,124.444,60.3496,52.6076,20.2827,11.6907,24.1591,69.4588,12.3362,46.2617,39.3911,17.1238,10.9287,35.9429
10,55.76,91.1514,45.9428,41.0065,15.6636,8.8406,17.8863,52.8399,9.92849,36.4829,32.1846,13.1589,9.11567,27.3104
11,58.1317,101.8,45.2731,40.3103,16.8383,10.402,19.8361,55.3586,11.6549,39.3217,33.0373,15.4966,10.2308,28.5065
12,56.0084,97.4977,43.5642,38.929,16.2912,10.0039,19.0757,53.2874,11.3238,38.0768,32.131,15.0182,9.99609,27.489
13,56.0964,106.645,39.8296,35.7598,16.9699,11.8534,20.4129,54.1143,13.2022,40.1718,32.2681,17.2316,11.1214,27.1979
14,60.7045,102.354,49.3447,43.8409,17.2438,10.1525,19.9554,57.6739,11.0887,39.7306,34.4365,14.7875,9.94496,29.7231
15,62.3551,106.268,50.3736,44.6133,17.7082,10.4881,20.6657,59.2924,11.4585,40.8283,35.0541,15.3505,10.1946,30.5321
16,69.146,125.028,53.4389,46.8451,19.8101,12.645,23.9799,66.1491,13.5549,45.9304,37.6663,18.3361,11.5695,33.7249
17,59.0214,106.366,44.5394,39.7857,17.4627,11.3403,20.5565,56.5646,12.4027,40.4215,33.7003,16.4412,10.7332,28.6767
18,63.819,107.563,52.2424,46.1838,18.0704,10.4522,21.0631,60.4408,11.4391,41.3801,35.6384,15.4601,10.2398,31.4174
