real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
0,61.2788,108.055,47.7374,42.3701,17.7293,11.0593,20.9248,58.4866,12.1297,41.1089,34.525,16.1813,10.5856,29.9263
1,62.6263,103.2,52.0543,45.9184,17.2678,9.77776,20.0252,59.5277,10.5273,39.9792,35.0885,14.1812,9.57473,30.5423
2,61.4784,100.482,51.3593,45.4246,17.0078,9.5269,19.5832,58.3368,10.3242,39.2655,34.6683,13.875,9.45127,30.0444
3,61.3668,102.191,50.2224,44.5203,17.2466,10.041,19.8878,58.3627,10.7565,39.6243,34.7079,14.4635,9.74148,29.8818
4,61.5031,104.56,49.5999,43.8579,17.2731,10.2494,20.2533,58.5515,11.1688,40.2106,34.5267,14.9771,9.96101,29.9923
5,61.1184,99.8502,50.9173,45.1063,17.0443,9.5757,19.5753,57.8882,10.3754,39.1192,34.5271,14.006,9.5126,29.9321
6,61.9465,109.104,48.5439,42.9478,17.8304,10.8726,21.2669,58.7762,12.244,41.5543,34.4948,16.4592,10.6772,30.5264
7,67.251,113.535,55.1983,48.5543,18.7448,10.9605,21.9292,64.0096,11.5696,42.958,37.197,15.6843,10.3336,32.7522
8,67.5882,124.271,51.2241,45.1885,19.7329,13.0852,23.7038,65.0028,13.8638,45.5735,37.4007,18.4971,11.7506,32.77
9,73.5363,124.299,60.8509,53.0192,20.2886,11.5963,24.1448,69.6702,12.225,46.2535,39.493,17.0009,10.8638,36.0842
10,55.8197,91.25,45.9854,41.0373,15.6578,8.86113,17.8741,52.9427,9.90787,36.4876,32.2281,13.1206,9.09735,27.2978
11,58.3123,102.041,45.4675,40.4657,16.8685,10.4073,19.8766,55.531,11.6505,39.3936,33.1103,15.4975,10.2293,28.5903
12,53.0376,93.8787,40.2065,36.1839,15.6931,9.93785,18.3542,50.5866,11.3639,36.8941,30.9011,14.92,9.96799,25.9851
13,53.0611,97.7973,38.581,34.8578,15.9244,10.8746,18.7516,51.1835,12.075,37.6863,31.1676,15.6158,10.3685,25.6202
14,59.7105,101.608,48.0108,42.7526,17.0816,10.2464,19.7679,56.8359,11.1921,39.4297,34.0579,14.8505,9.98872,29.1775
15,62.5245,106.717,50.45,44.6712,17.7505,10.5512,20.7246,59.4948,11.4921,40.9358,35.1396,15.3892,10.2139,30.5827
16,69.4845,123.102,54.8375,48.0206,19.6804,12.1819,23.6902,66.2952,13.0446,45.5193,37.7981,17.7248,11.2632,33.9538
17,57.7602,102.996,43.9024,39.2805,17.0377,10.9365,19.9481,55.302,12.0097,39.4803,33.1619,15.8944,10.4665,28.0705
18,64.0494,106.884,52.9104,46.7487,18.0333,10.2831,20.9462,60.6205,11.2165,41.2331,35.7591,15.183,10.1046,31.5274
19,66.1236,111.009,54.5922,47.9416,18.3663,10.3921,21.6877,62.4943,11.4343,42.4011,36.2971,15.6223,10.2408,32.5865
20,66.702,127.487,48.1866,42.5145,19.8945,13.7624,24.2958,64.3249,14.8055,46.2267,36.7553,19.7928,12.3126,32.3425
