real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
0,61.3046,107.82,47.8845,42.4972,17.7201,11.0064,20.8967,58.4812,12.0795,41.0636,34.5344,16.1242,10.5576,29.9555
1,62.6992,103.515,52.0514,45.9019,17.3038,9.79422,20.1071,59.561,10.5907,40.0809,35.0762,14.2834,9.61782,30.6173
2,61.4434,100.418,51.3399,45.4061,17.0076,9.5042,19.5946,58.2656,10.3363,39.2645,34.6292,13.9025,9.46189,30.0614
3,61.366,102.223,50.2079,44.5096,17.2573,10.0463,19.9035,58.3502,10.7723,39.6392,34.703,14.489,9.75364,29.8932
4,61.5098,104.362,49.7,43.9397,17.2583,10.1996,20.2305,58.5292,11.1288,40.1707,34.5166,14.9343,9.93763,30.0132
5,60.9999,99.7038,50.7921,44.9957,17.0204,9.55004,19.5673,57.741,10.3877,39.086,34.4436,14.032,9.5206,29.9039
6,61.2639,107.626,48.0533,42.5549,17.6394,10.7253,21.0011,58.107,12.1152,41.1335,34.2068,16.2687,10.5867,30.2004
7,67.3494,113.319,55.4572,48.772,18.7422,10.893,21.9069,64.0659,11.5018,42.9243,37.2338,15.6095,10.2956,32.8195
8,68.3164,128.057,50.7805,44.7863,20.1123,13.698,24.3187,65.901,14.4639,46.5232,37.7314,19.2578,12.1261,33.0361
9,73.3879,124.349,60.5853,52.803,20.2852,11.6449,24.1491,69.5497,12.2822,46.2522,39.4382,17.0632,10.8975,36.0074
10,55.786,91.1941,45.9611,41.0193,15.6602,8.84949,17.8801,52.8858,9.91858,36.4841,32.2036,13.1408,9.10688,27.3039
11,58.2058,101.893,45.3559,40.3771,16.8508,10.4038,19.8518,55.4293,11.6522,39.3501,33.0682,15.4955,10.2297,28.5411
12,54.9964,96.5258,42.307,37.8982,16.1101,10.0351,18.8711,52.3864,11.3939,37.7347,31.7146,15.0538,10.0212,26.9695
13,54.0676,101.764,38.565,34.776,16.3614,11.365,19.5056,52.1603,12.6935,38.7793,31.4769,16.4809,10.772,26.1783
14,60.3768,102.238,48.848,43.4344,17.201,10.211,19.9129,57.4084,11.1502,39.6609,34.3139,14.841,9.97604,29.5381
15,62.4424,106.495,50.4158,44.6483,17.7339,10.5218,20.6977,59.394,11.4782,40.8852,35.1013,15.3734,10.207,30.5606
16,69.288,124.076,54.089,47.3917,19.7432,12.4208,23.8358,66.1995,13.3097,45.7245,37.7202,18.0416,11.4219,33.8253
17,58.5364,105.04,44.3076,39.6024,17.2968,11.1782,20.3185,56.0756,12.2455,40.0531,33.4921,16.224,10.627,28.4453
18,63.8321,107.012,52.4994,46.404,18.0244,10.3464,20.9676,60.4292,11.3112,41.2465,35.6541,15.2973,10.1605,31.4252
19,63.2225,105.875,52.0047,45.8382,17.6366,9.99572,20.727,59.7478,11.1207,40.8683,35.0755,15.0959,9.99494,31.157
20,66.662,127.303,48.1961,42.5257,19.8778,13.7374,24.2651,64.2799,14.7776,46.1788,36.7412,19.7572,12.2955,32.324
21,68.5013,111.807,58.0009,50.7097,18.4864,10.1511,21.6614,64.9257,10.7096,42.6139,37.4164,14.7355,9.77989,33.446
22,62.8614,105.883,51.1705,45.1304,17.5158,10.2418,20.4926,59.8606,11.0342,40.6127,35.1197,14.882,9.8925,30.6046
23,64.3612,108.97,52.2928,46.1302,18.1829,10.5405,21.2975,60.9956,11.5092,41.6777,35.7393,15.6724,10.2839,31.5856
24,53.7283,89.6308,42.9141,38.5054,15.2963,9.14101,17.4253,51.2725,10.0355,35.7236,31.4434,13.2045,9.13424,25.9779
25,65.7621,116.248,51.5819,45.4998,18.7743,11.7941,22.2761,62.9623,12.5452,43.4155,36.5373,16.8088,10.8921,31.8984
26,67.5775,117.412,54.1384,47.4593,18.9333,11.3988,22.642,64.3458,12.2843,43.937,36.9492,16.6895,10.7519,33.0198
27,66.3529,113.712,53.5859,47.2659,18.9541,11.2068,22.2231,62.9566,12.1036,43.092,36.7482,16.4765,10.7172,32.6045
28,65.7362,111.778,53.5111,47.1947,18.4861,10.949,21.6199,62.5785,11.6591,42.4271,36.5736,15.7214,10.3738,32.0536
29,65.1612,106.474,55.0149,48.3257,17.9239,9.62539,21.0086,61.2447,10.7846,41.3045,35.7969,14.8261,9.84046,32.3162
30,62.4622,107.62,49.911,44.2109,17.7939,10.7973,20.8079,59.621,11.6562,41.0865,35.1679,15.5582,10.3004,30.439
31,65.5632,119.992,49.6136,43.9393,19.1936,12.729,22.8663,63.1102,13.4669,44.2903,36.6608,17.8946,11.4785,31.6634
32,58.7382,103.27,45.6217,40.7037,17.2208,10.6554,20.1911,55.876,11.9347,39.8149,33.4406,15.8868,10.4571,28.8655
33,60.4322,112.487,44.4779,39.7255,18.0573,12.2831,21.5105,58.2154,13.3274,42.0351,34.4064,17.5006,11.303,29.268
34,60.8739,109.017,46.6547,41.3134,17.479,11.1993,20.8938,58.3399,12.2482,41.1508,34.1776,16.2709,10.586,29.5383
35,52.8076,94.7532,39.3042,35.5389,15.8651,10.288,18.458,50.5047,11.6416,37.0457,31.009,15.2413,10.1632,25.722
36,62.5764,101.737,52.4715,46.2239,17.2386,9.3669,20.0202,59.0445,10.3447,39.7321,34.8,14.1738,9.5052,30.7942
37,68.6887,116.131,56.5327,49.5965,19.0492,11.1696,22.3937,65.4352,11.7083,43.7233,37.7655,15.8938,10.4248,33.4733
38,64.513,106.201,53.9303,47.6416,17.9688,10.189,20.6726,61.2619,10.8255,40.9981,36.1757,14.5885,9.84359,31.5316
39,52.7951,96.3311,38.7827,35.2223,16.0695,10.8171,18.612,50.8256,12.0121,37.4257,31.3371,15.5065,10.3851,25.5887
40,62.4569,104.932,51.0275,45.1244,17.448,10.3158,20.2296,59.659,10.9472,40.335,35.2203,14.6025,9.82444,30.3128
41,61.8869,104.615,50.2079,44.353,17.4403,10.0838,20.4937,58.5764,11.2216,40.4031,34.5172,15.2081,10.0428,30.4566
42,66.6701,122.112,50.4141,44.5007,19.5333,12.745,23.4705,63.8315,13.7134,44.9996,36.8151,18.4684,11.6813,32.4443
43,62.4248,115.773,46.3897,41.204,18.4956,12.3857,22.2082,59.9663,13.5041,43.0732,35.0541,17.8884,11.4465,30.3829
44,43.7994,73.7664,33.6989,30.8897,12.8993,7.76584,14.6564,41.4998,9.49113,31.1288,26.84,12.167,8.63164,21.5394
45,61.288,100.141,51.2472,45.3464,17.0578,9.41066,19.6781,57.9032,10.4293,39.2877,34.4766,14.0854,9.54546,30.1677
46,60.7952,102.815,49.285,43.5147,17.0508,9.81885,20.121,57.5463,11.0758,39.848,33.9191,14.9584,9.90027,29.9544
47,69.734,122.552,55.5266,48.5455,19.6166,11.886,23.6604,66.3434,12.8625,45.4539,37.7541,17.5658,11.1589,34.1875
48,67.5367,117.73,53.926,47.4835,19.1429,11.7713,22.5815,64.62,12.3996,43.9769,37.4136,16.6591,10.8399,32.7905
49,69.7806,119.23,56.8078,49.6905,19.444,11.3262,23.1493,66.1653,12.1454,44.6352,37.8575,16.7437,10.7462,34.1974
50,64.9091,105.925,54.7141,48.2697,18.1528,9.87343,20.9973,61.0337,10.8904,41.2063,36.0172,14.941,9.96332,32.1823
51,63.8476,111.3,50.3145,44.4244,18.0906,11.2648,21.3032,61.2325,11.8753,41.8951,35.7236,15.9153,10.4212,30.8033
52,61.0499,101.579,50.326,44.6277,17.2665,9.78356,20.0205,57.6356,10.937,39.7161,34.38,14.7293,9.88496,30.1766
53,60.7835,102.645,49.3802,43.7066,17.185,9.95519,20.1248,57.5724,11.132,39.8588,34.1193,14.9753,9.96017,29.9663
54,66.7027,122.253,50.4214,44.564,19.568,12.9458,23.3719,64.1488,13.6864,44.9658,37.0776,18.3014,11.644,32.2936
55,67.227,109.307,56.9204,49.9561,18.5126,10.0078,21.5198,63.3813,10.8116,42.0998,36.9127,14.9585,9.90863,33.1518
56,65.3471,108.691,54.3286,47.6271,17.998,9.98831,21.2906,61.713,11.0974,41.7515,35.7981,15.2,9.9885,32.2853
57,67.7841,117.882,54.0137,47.5697,19.2795,11.8966,22.6625,64.8805,12.3777,43.9921,37.5675,16.7252,10.8512,32.8544
58,69.7236,120.112,56.5568,49.6943,19.6379,11.8413,23.1245,66.5205,12.3842,44.8367,38.3691,16.7506,10.8899,33.9674
59,65.1218,107.86,54.3604,47.8244,18.1228,10.0142,21.2498,61.3454,11.1443,41.65,35.8953,15.2429,10.0732,32.2717
60,62.7278,108.94,49.5987,43.8877,17.9751,10.962,21.181,59.7009,11.9256,41.4567,35.0757,16.0815,10.4992,30.6694
61,69.7055,118.806,57.0896,49.9146,19.292,11.2749,22.9285,66.3361,11.9891,44.4872,37.9438,16.3681,10.5979,34.0823
62,63.4269,108.301,51.0972,45.1621,18.0621,10.6647,21.1948,60.1251,11.6736,41.4645,35.3491,15.8312,10.379,31.1735
63,68.6531,113.686,57.3094,50.1812,18.8583,10.5348,22.1451,64.9709,11.22,43.163,37.4763,15.5016,10.1522,33.624
64,50.2482,83.3461,40.1385,36.1633,14.3594,8.35981,16.432,47.606,9.73886,34.0326,29.6351,12.76,8.89348,24.6314
65,49.9019,85.2111,38.6673,35.1234,14.6903,9.08679,16.6706,47.5882,10.3065,34.4204,29.8891,13.3559,9.27376,24.2506
66,61.9933,106.764,49.437,43.9955,17.9401,10.9344,20.7792,59.0555,11.7774,40.9342,35.1787,15.7212,10.4352,30.2793
67,59.7491,110.69,43.9366,39.2513,17.9385,11.9594,21.3982,57.2133,13.2288,41.6145,33.8881,17.5679,11.2788,29.1326
68,65.8519,111.78,53.8555,47.3879,18.5562,10.6562,21.9185,62.2137,11.8058,42.6539,36.2343,16.0949,10.4955,32.5699
69,61.4983,102.168,50.4503,44.8225,17.4219,10.145,19.9124,58.5328,10.7952,39.6728,34.983,14.4731,9.79478,29.9425
70,65.1163,108.001,54.1275,47.7412,18.0599,10.3869,20.9011,61.9566,10.9541,41.4147,36.3855,14.754,9.90825,31.7099
71,63.1592,106.092,51.5498,45.5202,17.7966,10.2636,20.7839,59.8213,11.2103,40.862,35.2105,15.2483,10.0751,31.0147
72,68.7793,117.163,56.3901,49.4159,19.2546,11.0635,22.8808,65.0429,12.1234,44.2197,37.4443,16.6104,10.7292,33.9752
73,64.0362,104.808,53.5818,47.2617,17.8584,9.82559,20.6614,60.4222,10.747,40.7041,35.6268,14.7202,9.82314,31.5607
74,66.6027,120.554,51.3125,45.181,19.3146,12.2233,23.3155,63.4555,13.46,44.7684,36.5458,18.1526,11.5101,32.7303
75,62.8582,119.839,45.3115,40.1799,18.8465,12.9586,22.9814,60.42,14.2843,44.1112,35.0011,18.9904,11.9349,30.6609
76,59.7654,105.762,46.2563,41.2738,17.4504,11.1247,20.4113,57.2359,12.062,40.3839,34.1478,15.9133,10.5233,29.055
77,63.2835,110.51,50.0189,44.3077,18.3205,11.1321,21.6087,60.0523,12.2857,42.0582,35.3337,16.5685,10.7729,31.1612
78,65.3553,106.386,54.9844,48.3326,17.8585,9.89463,20.6633,62.0362,10.4455,40.9731,36.2681,14.2677,9.58546,31.8297
79,60.4884,111.241,45.0622,40.0673,17.8724,11.7927,21.4467,57.9375,13.0459,41.7892,34.0519,17.3271,11.1284,29.5176
80,65.839,111.689,53.7493,47.2565,18.328,10.7555,21.6002,62.6372,11.5321,42.3884,36.3832,15.6092,10.2635,32.1523
81,61.4962,121.864,42.1012,37.553,18.7798,13.8391,22.9407,59.8949,14.9069,44.229,34.7687,19.4888,12.244,29.4779
82,59.8699,97.8974,49.8501,44.0087,16.4513,9.06473,19.1644,56.6276,10.1614,38.4956,33.5847,13.7184,9.29321,29.4157
